id_evento,comissao,ano,data,categoria_evento
0094/09,Comissão de Segurança Pública e Combate ao Crime Organizado,2009,11/03/2009,Reunião Ordinária
0092A/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,11/03/2009,Audiência Pública com Convidado
0114/09,Comissão de Finanças e Tributação,2009,17/03/2009,Audiência Pública com Convidado
0130/09,Comissão de Finanças e Tributação,2009,24/03/2009,Audiência Pública com Convidado
0143/09,Comissão de Fiscalização Financeira e Controle,2009,24/03/2009,Audiência Pública com Convidado
0142/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,24/03/2009,Audiência Pública com Ministro
0138/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,24/03/2009,Reunião Ordinária
0174/09,Comissão de Cultura,2009,25/03/2009,Reunião Extraordinária
0178/09,Comissão de Direitos Humanos e Minorias,2009,25/03/2009,Seminário
0162/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,25/03/2009,Audiência Pública com Convidado
0160/09,"Comissão de Trabalho, Administração e Serviço Público",2009,25/03/2009,Audiência Pública com Convidado
0194/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,26/03/2009,Audiência Pública com Convidado
0192/09,Comissão de Finanças e Tributação,2009,26/03/2009,Audiência Pública com Convidado
0188/09,Comissão de Direitos Humanos e Minorias,2009,26/03/2009,Audiência Pública com Convidado
0191/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,26/03/2009,Audiência Pública com Convidado
0193/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,26/03/2009,Audiência Pública com Convidado
0189/09,Comissão de Legislação Participativa,2009,26/03/2009,Audiência Pública com Convidado
0221/09,Comissão de Seguridade Social e Família,2009,31/03/2009,Audiência Pública com Convidado
0220/09,Comissão de Finanças e Tributação,2009,31/03/2009,Audiência Pública com Convidado
0223/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,31/03/2009,Audiência Pública com Convidado
0208/09,Comissão de Seguridade Social e Família,2009,31/03/2009,Audiência Pública com Convidado
0211/09,Comissão de Seguridade Social e Família,2009,31/03/2009,Audiência Pública com Convidado
0241/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,01/04/2009,Audiência Pública com Ministro
0267/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,02/04/2009,Audiência Pública com Convidado
0270/09,Comissão de Direitos Humanos e Minorias,2009,02/04/2009,Audiência Pública com Ministro
0268/09,Comissão de Finanças e Tributação,2009,02/04/2009,Audiência Pública com Convidado
0265/09,Comissão de Turismo,2009,02/04/2009,Audiência Pública com Convidado
0269/09,Comissão de Cultura,2009,02/04/2009,Audiência Pública com Convidado
0286/09,Comissão de Finanças e Tributação,2009,07/04/2009,Audiência Pública com Ministro
0275/09,Comissão de Turismo,2009,07/04/2009,Fórum
0303/09,"Comissão de Trabalho, Administração e Serviço Público",2009,08/04/2009,Reunião Ordinária
0322/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,14/04/2009,Audiência Pública com Convidado
0321/09,Comissão de Fiscalização Financeira e Controle,2009,14/04/2009,Audiência Pública com Convidado
0319/09,Comissão de Seguridade Social e Família,2009,14/04/2009,Audiência Pública com Ministro
0317/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,14/04/2009,Audiência Pública com Convidado
0318/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,14/04/2009,Audiência Pública com Convidado
0307/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,14/04/2009,Audiência Pública com Convidado
0365/09,Comissão de Defesa do Consumidor,2009,15/04/2009,Audiência Pública com Convidado
0366/09,Comissão de Direitos Humanos e Minorias,2009,15/04/2009,Fórum
0347/09,Comissão de Direitos Humanos e Minorias,2009,15/04/2009,Fórum
0342/09,"Comissão de Trabalho, Administração e Serviço Público",2009,15/04/2009,Audiência Pública com Ministro
0343/09,Comissão de Turismo,2009,15/04/2009,Audiência Pública com Ministro
0346/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,15/04/2009,Audiência Pública com Ministro
0345/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,15/04/2009,Audiência Pública com Ministro
0340/09,Comissão de Desenvolvimento Urbano,2009,15/04/2009,Audiência Pública com Convidado
0375/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,16/04/2009,Audiência Pública com Convidado
0374/09,Comissão de Defesa do Consumidor,2009,16/04/2009,Audiência Pública com Convidado
0371/09,"Comissão de Trabalho, Administração e Serviço Público",2009,16/04/2009,Audiência Pública com Convidado
0405/09,Comissão de Minas e Energia,2009,22/04/2009,Audiência Pública com Convidado
0402/09,Comissão de Direitos Humanos e Minorias,2009,22/04/2009,Audiência Pública com Ministro
0410/09,Comissão de Fiscalização Financeira e Controle,2009,23/04/2009,Audiência Pública com Convidado
0423/09,Comissão de Seguridade Social e Família,2009,28/04/2009,Audiência Pública com Convidado
0429/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,28/04/2009,Audiência Pública com Convidado
0426/09,Comissão de Minas e Energia,2009,28/04/2009,Audiência Pública com Convidado
0427/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,28/04/2009,Audiência Pública com Ministro
0421/09,Comissão de Cultura,2009,28/04/2009,Audiência Pública com Convidado
0430/09,Comissão de Viação e Transportes,2009,28/04/2009,Audiência Pública com Convidado
0463/09,Comissão de Defesa do Consumidor,2009,29/04/2009,Audiência Pública com Convidado
0468/09,Comissão de Constituição e Justiça e de Cidadania,2009,29/04/2009,Audiência Pública com Convidado
0469/09,Comissão de Direitos Humanos e Minorias,2009,29/04/2009,Audiência Pública com Convidado
0447/09,Comissão de Cultura,2009,29/04/2009,Audiência Pública com Ministro
0439/09,Comissão de Minas e Energia,2009,29/04/2009,Reunião Ordinária
0448/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,29/04/2009,Reunião Ordinária
0474/09,Comissão de Legislação Participativa,2009,30/04/2009,Audiência Pública com Convidado
0654/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,02/05/2009,Audiência Pública com Convidado
0493/09,Comissão de Fiscalização Financeira e Controle,2009,05/05/2009,Audiência Pública com Ministro
0491/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,05/05/2009,Audiência Pública com Convidado
0492/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,05/05/2009,Audiência Pública com Convidado
0511/09,Comissão de Defesa do Consumidor,2009,06/05/2009,Audiência Pública com Convidado
0523/09,Comissão de Fiscalização Financeira e Controle,2009,07/05/2009,Audiência Pública com Convidado
0544/09,Comissão de Cultura,2009,12/05/2009,Audiência Pública com Convidado
0538/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,12/05/2009,Audiência Pública com Convidado
0534/09,Comissão de Seguridade Social e Família,2009,12/05/2009,Audiência Pública com Convidado
0545/09,Comissão de Finanças e Tributação,2009,12/05/2009,Audiência Pública com Convidado
0537/09,Comissão de Direitos Humanos e Minorias,2009,12/05/2009,Audiência Pública com Convidado
0576/09,Comissão de Direitos Humanos e Minorias,2009,13/05/2009,Audiência Pública com Convidado
0572/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,13/05/2009,Reunião Ordinária
0552/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,13/05/2009,Reunião Ordinária
0557/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,13/05/2009,Audiência Pública com Ministro
0596/09,Comissão de Legislação Participativa,2009,14/05/2009,Seminário
0584/09,Comissão de Minas e Energia,2009,14/05/2009,Reunião Ordinária
0594/09,Comissão de Segurança Pública e Combate ao Crime Organizado,2009,14/05/2009,Audiência Pública com Convidado
0589/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,14/05/2009,Audiência Pública com Convidado
0591/09,Comissão de Fiscalização Financeira e Controle,2009,14/05/2009,Audiência Pública com Convidado
0588/09,"Comissão de Trabalho, Administração e Serviço Público",2009,14/05/2009,Audiência Pública com Convidado
0586/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,14/05/2009,Audiência Pública com Convidado
0593A/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,14/05/2009,Audiência Pública com Convidado
0585/09,Comissão de Legislação Participativa,2009,14/05/2009,Seminário
0592/09,Comissão de Legislação Participativa,2009,14/05/2009,Seminário
0603/09,Comissão de Constituição e Justiça e de Cidadania,2009,19/05/2009,Reunião Ordinária
0607/09,Comissão de Fiscalização Financeira e Controle,2009,19/05/2009,Audiência Pública com Convidado
0609/09,Comissão de Seguridade Social e Família,2009,19/05/2009,Audiência Pública com Convidado
0605/09,Comissão de Cultura,2009,19/05/2009,Audiência Pública com Convidado
0651A/09,Comissão de Turismo,2009,20/05/2009,Reunião Ordinária
0649/09,Comissão de Defesa do Consumidor,2009,20/05/2009,Audiência Pública com Convidado
0630/09,"Comissão de Trabalho, Administração e Serviço Público",2009,20/05/2009,Audiência Pública com Convidado
0632/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,20/05/2009,Audiência Pública com Convidado
0664/09,Comissão de Direitos Humanos e Minorias,2009,21/05/2009,Audiência Pública com Convidado
0668/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,26/05/2009,Audiência Pública com Convidado
0676/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,26/05/2009,Audiência Pública com Convidado
0706/09,Comissão de Defesa do Consumidor,2009,27/05/2009,Audiência Pública com Convidado
0705/09,Comissão de Legislação Participativa,2009,27/05/2009,Audiência Pública com Convidado
0709/09,Comissão de Direitos Humanos e Minorias,2009,27/05/2009,Audiência Pública com Convidado
0692/09,Comissão de Direitos Humanos e Minorias,2009,27/05/2009,Audiência Pública com Convidado
0694/09,Comissão de Minas e Energia,2009,27/05/2009,Audiência Pública com Convidado
0720/09,Comissão de Viação e Transportes,2009,28/05/2009,Audiência Pública com Convidado
0743/09,Comissão de Cultura,2009,02/06/2009,Audiência Pública com Convidado
0740/09,Comissão de Fiscalização Financeira e Controle,2009,02/06/2009,Audiência Pública com Convidado
0737/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,02/06/2009,Audiência Pública com Convidado
0726/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,02/06/2009,Audiência Pública com Convidado
0776/09,Comissão de Defesa do Consumidor,2009,03/06/2009,Audiência Pública com Convidado
0773/09,Comissão de Turismo,2009,03/06/2009,Audiência Pública com Convidado
0781/09,Comissão de Direitos Humanos e Minorias,2009,03/06/2009,Reunião Ordinária
0772/09,Comissão de Constituição e Justiça e de Cidadania,2009,03/06/2009,Audiência Pública com Convidado
0785/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,04/06/2009,Audiência Pública com Ministro
0786/09,Comissão de Fiscalização Financeira e Controle,2009,04/06/2009,Audiência Pública com Convidado
0784/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,04/06/2009,Audiência Pública com Convidado
0808A/09,Comissão de Fiscalização Financeira e Controle,2009,09/06/2009,Reunião Extraordinária
0804/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,09/06/2009,Audiência Pública com Convidado
0806/09,Comissão de Minas e Energia,2009,09/06/2009,Audiência Pública com Convidado
0803/09,Comissão de Direitos Humanos e Minorias,2009,09/06/2009,Audiência Pública com Convidado
0831/09,Comissão de Minas e Energia,2009,16/06/2009,Audiência Pública com Convidado
0827/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,16/06/2009,Audiência Pública com Convidado
0834/09,Comissão de Segurança Pública e Combate ao Crime Organizado,2009,16/06/2009,Audiência Pública com Convidado
0826/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,16/06/2009,Seminário
0829/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,16/06/2009,Audiência Pública com Convidado
0818/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,16/06/2009,Seminário
0880/09,Comissão de Direitos Humanos e Minorias,2009,17/06/2009,Audiência Pública com Convidado
0893/09,Comissão de Direitos Humanos e Minorias,2009,18/06/2009,Seminário
0890/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,18/06/2009,Audiência Pública com Convidado
0891/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,18/06/2009,Audiência Pública com Convidado
0850/09,"Comissão de Trabalho, Administração e Serviço Público",2009,17/06/2009,Audiência Pública com Convidado
0854/09,Comissão de Minas e Energia,2009,17/06/2009,Audiência Pública com Convidado
0885/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,18/06/2009,Audiência Pública com Convidado
0884/09,Comissão de Direitos Humanos e Minorias,2009,18/06/2009,Seminário
0889/09,Comissão de Constituição e Justiça e de Cidadania,2009,18/06/2009,Audiência Pública com Convidado
0886/09,Comissão de Legislação Participativa,2009,18/06/2009,Audiência Pública com Convidado
0906/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,23/06/2009,Audiência Pública com Convidado
0904/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,23/06/2009,Audiência Pública com Convidado
0905/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,23/06/2009,Audiência Pública com Convidado
0909/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,23/06/2009,Audiência Pública com Convidado
0907/09,Comissão de Finanças e Tributação,2009,23/06/2009,Audiência Pública com Convidado
0900/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,23/06/2009,Audiência Pública com Convidado
0923/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,24/06/2009,Audiência Pública com Convidado
0919/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,24/06/2009,Audiência Pública com Ministro
0933/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,25/06/2009,Audiência Pública com Convidado
0948/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,30/06/2009,Audiência Pública com Convidado
0944/09,Comissão de Seguridade Social e Família,2009,30/06/2009,Audiência Pública com Convidado
0942/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,30/06/2009,Audiência Pública com Convidado
0968/09,Comissão de Direitos Humanos e Minorias,2009,01/07/2009,Audiência Pública com Convidado
0963/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,01/07/2009,Audiência Pública com Convidado
0962/09,Comissão de Viação e Transportes,2009,01/07/2009,Audiência Pública com Convidado
0965/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,01/07/2009,Reunião Ordinária
0971/09,Comissão de Constituição e Justiça e de Cidadania,2009,02/07/2009,Audiência Pública com Convidado
0992/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,07/07/2009,Audiência Pública com Convidado
0986/09,Comissão de Fiscalização Financeira e Controle,2009,07/07/2009,Audiência Pública com Convidado
0979/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,07/07/2009,Audiência Pública com Convidado
0989/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,07/07/2009,Audiência Pública com Convidado
0977/09,Comissão de Legislação Participativa,2009,07/07/2009,Audiência Pública com Convidado
0988/09,Comissão de Segurança Pública e Combate ao Crime Organizado,2009,07/07/2009,Audiência Pública com Convidado
0984/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,07/07/2009,Audiência Pública com Convidado
0991/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,07/07/2009,Audiência Pública com Ministro
1028/09,Comissão de Defesa do Consumidor,2009,08/07/2009,Audiência Pública com Convidado
1011/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,08/07/2009,Audiência Pública com Convidado
1032/09,Comissão de Cultura,2009,09/07/2009,Audiência Pública com Convidado
1033/09,Comissão de Direitos Humanos e Minorias,2009,09/07/2009,Audiência Pública com Ministro
1045/09,Comissão de Seguridade Social e Família,2009,14/07/2009,Audiência Pública com Convidado
1046/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,14/07/2009,Audiência Pública com Convidado
1040/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,14/07/2009,Audiência Pública com Convidado
1074/09,Comissão de Direitos Humanos e Minorias,2009,15/07/2009,Audiência Pública com Convidado
1059/09,Comissão de Desenvolvimento Urbano,2009,15/07/2009,Audiência Pública com Convidado
1081/09,Comissão de Cultura,2009,16/07/2009,Audiência Pública com Convidado
1082/09,Comissão de Direitos Humanos e Minorias,2009,16/07/2009,Audiência Pública com Convidado
1089/09,Comissão de Turismo,2009,04/08/2009,Audiência Pública com Convidado
1124/09,Comissão de Defesa do Consumidor,2009,05/08/2009,Audiência Pública com Convidado
1105/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,05/08/2009,Audiência Pública com Convidado
1107/09,Comissão de Viação e Transportes,2009,05/08/2009,Audiência Pública com Convidado
1101/09,Comissão de Cultura,2009,05/08/2009,Reunião Ordinária
1092/09,Comissão de Cultura,2009,06/08/2009,Audiência Pública com Convidado
1127/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,06/08/2009,Audiência Pública com Convidado
1141/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,11/08/2009,Audiência Pública com Convidado
1138/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,11/08/2009,Audiência Pública com Convidado
1143/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,11/08/2009,Audiência Pública com Convidado
1137/09,Comissão de Seguridade Social e Família,2009,11/08/2009,Audiência Pública com Convidado
1136/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,11/08/2009,Audiência Pública com Convidado
1178/09,Comissão de Legislação Participativa,2009,12/08/2009,Audiência Pública com Convidado
1181/09,Comissão de Defesa do Consumidor,2009,12/08/2009,Audiência Pública com Convidado
1183/09,Comissão de Direitos Humanos e Minorias,2009,12/08/2009,Seminário
1162/09,"Comissão de Trabalho, Administração e Serviço Público",2009,12/08/2009,Audiência Pública com Convidado
1161/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,12/08/2009,Reunião Ordinária
1166/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,12/08/2009,Audiência Pública com Convidado
1164/09,Comissão de Cultura,2009,12/08/2009,Audiência Pública com Convidado
1192/09,Comissão de Legislação Participativa,2009,13/08/2009,Seminário
1191/09,Comissão de Fiscalização Financeira e Controle,2009,13/08/2009,Audiência Pública com Convidado
1190/09,Comissão de Direitos Humanos e Minorias,2009,13/08/2009,Audiência Pública com Convidado
1188/09,Comissão de Segurança Pública e Combate ao Crime Organizado,2009,13/08/2009,Audiência Pública com Convidado
1189/09,Comissão de Legislação Participativa,2009,13/08/2009,Seminário
1205/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,18/08/2009,Audiência Pública com Convidado
1206/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,18/08/2009,Audiência Pública com Convidado
1207/09,Comissão de Seguridade Social e Família,2009,18/08/2009,Audiência Pública com Convidado
1204/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,18/08/2009,Audiência Pública com Convidado
1235/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,19/08/2009,Audiência Pública com Convidado
1238/09,Comissão de Direitos Humanos e Minorias,2009,19/08/2009,Fórum
1221A/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,19/08/2009,Audiência Pública com Convidado
1213/09,Comissão de Direitos Humanos e Minorias,2009,19/08/2009,Fórum
1248/09,Comissão de Direitos Humanos e Minorias,2009,20/08/2009,Fórum
1246/09,Comissão de Fiscalização Financeira e Controle,2009,20/08/2009,Audiência Pública com Convidado
1250/09,Comissão de Legislação Participativa,2009,20/08/2009,Audiência Pública com Convidado
1245/09,Comissão de Direitos Humanos e Minorias,2009,20/08/2009,Fórum
1259/09,Comissão de Fiscalização Financeira e Controle,2009,25/08/2009,Audiência Pública com Ministro
1268/09,Comissão de Turismo,2009,25/08/2009,Audiência Pública com Convidado
1264/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,25/08/2009,Audiência Pública com Convidado
1255/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,25/08/2009,Audiência Pública com Convidado
1262/09,Comissão de Finanças e Tributação,2009,25/08/2009,Audiência Pública com Convidado
1270/09,Comissão de Seguridade Social e Família,2009,25/08/2009,Audiência Pública com Convidado
1261/09,"Comissão de Trabalho, Administração e Serviço Público",2009,25/08/2009,Audiência Pública com Convidado
1313/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,26/08/2009,Audiência Pública com Ministro
1311/09,Comissão de Direitos Humanos e Minorias,2009,26/08/2009,Audiência Pública com Convidado
1294/09,Comissão de Minas e Energia,2009,26/08/2009,Audiência Pública com Convidado
1309/09,Comissão de Finanças e Tributação,2009,26/08/2009,Reunião Ordinária
1293/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,26/08/2009,Audiência Pública com Convidado
1320/09,Comissão de Fiscalização Financeira e Controle,2009,27/08/2009,Audiência Pública com Convidado
1322/09,Comissão de Segurança Pública e Combate ao Crime Organizado,2009,27/08/2009,Audiência Pública com Ministro
1324/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,27/08/2009,Audiência Pública com Convidado
1323/09,"Comissão de Trabalho, Administração e Serviço Público",2009,27/08/2009,Audiência Pública com Convidado
1450/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,27/08/2009,Seminário
1319/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,27/08/2009,Seminário
1346/09,Comissão de Seguridade Social e Família,2009,01/09/2009,Audiência Pública com Convidado
1347/09,Comissão de Viação e Transportes,2009,01/09/2009,Audiência Pública com Convidado
1343/09,Comissão de Fiscalização Financeira e Controle,2009,01/09/2009,Audiência Pública com Convidado
1338/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,01/09/2009,Audiência Pública com Ministro
1345/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,01/09/2009,Audiência Pública com Convidado
1332/09,"Comissão de Trabalho, Administração e Serviço Público",2009,01/09/2009,Audiência Pública com Convidado
1388/09,Comissão de Desenvolvimento Urbano,2009,02/09/2009,Audiência Pública com Convidado
1369/09,Comissão de Viação e Transportes,2009,02/09/2009,Audiência Pública com Convidado
1367/09,Comissão de Cultura,2009,02/09/2009,Reunião Ordinária
1395/09,Comissão de Defesa do Consumidor,2009,03/09/2009,Audiência Pública com Convidado
1393/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,03/09/2009,Audiência Pública com Convidado
1397/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,03/09/2009,Audiência Pública com Convidado
1396/09,Comissão de Seguridade Social e Família,2009,03/09/2009,Audiência Pública com Convidado
1401/09,Comissão de Cultura,2009,08/09/2009,Audiência Pública com Convidado
1403/09,Comissão de Seguridade Social e Família,2009,08/09/2009,Audiência Pública com Convidado
1431/09,Comissão de Defesa do Consumidor,2009,09/09/2009,Seminário
1414/09,Comissão de Viação e Transportes,2009,09/09/2009,Reunião Ordinária
1422/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,09/09/2009,Audiência Pública com Convidado
1412/09,Comissão de Cultura,2009,09/09/2009,Reunião Ordinária
1427A/09,Comissão de Fiscalização Financeira e Controle,2009,09/09/2009,Audiência Pública com Convidado
1418/09,Comissão de Defesa do Consumidor,2009,09/09/2009,Seminário
1447/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,10/09/2009,Audiência Pública com Convidado
1445/09,Comissão de Cultura,2009,10/09/2009,Audiência Pública com Convidado
1444/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,10/09/2009,Audiência Pública com Convidado
1448/09,Comissão de Seguridade Social e Família,2009,10/09/2009,Audiência Pública com Convidado
1446/09,Comissão de Legislação Participativa,2009,10/09/2009,Audiência Pública com Ministro
1461/09,Comissão de Seguridade Social e Família,2009,15/09/2009,Audiência Pública com Convidado
1470/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,15/09/2009,Audiência Pública com Convidado
1462/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,15/09/2009,Reunião Ordinária
1467/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,15/09/2009,Audiência Pública com Convidado
1468/09,Comissão de Finanças e Tributação,2009,15/09/2009,Audiência Pública com Convidado
1517/09,Comissão de Relações Exteriores e de Defesa Nacional,2009,16/09/2009,Audiência Pública com Convidado
1516/09,Comissão de Direitos Humanos e Minorias,2009,16/09/2009,Audiência Pública com Convidado
1493/09,Comissão de Minas e Energia,2009,16/09/2009,Audiência Pública com Ministro
1528/09,Comissão de Defesa do Consumidor,2009,17/09/2009,Audiência Pública com Convidado
1530/09,Comissão de Segurança Pública e Combate ao Crime Organizado,2009,17/09/2009,Audiência Pública com Convidado
1544/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,22/09/2009,Audiência Pública com Convidado
1547/09,Comissão de Finanças e Tributação,2009,22/09/2009,Audiência Pública com Convidado
1590/09,Comissão de Defesa do Consumidor,2009,23/09/2009,Audiência Pública com Convidado
1580/09,Comissão de Direitos Humanos e Minorias,2009,23/09/2009,Audiência Pública com Convidado
1581/09,Comissão de Desenvolvimento Urbano,2009,23/09/2009,Audiência Pública com Convidado
1564/09,Comissão de Fiscalização Financeira e Controle,2009,23/09/2009,Audiência Pública com Convidado
1562/09,Comissão de Seguridade Social e Família,2009,23/09/2009,Reunião Ordinária
1625/09,Comissão de Viação e Transportes,2009,29/09/2009,Audiência Pública com Convidado
1614/09,Comissão de Seguridade Social e Família,2009,29/09/2009,Audiência Pública com Convidado
1617/09,"Comissão de Ciência e Tecnologia, Comunicação e Informática",2009,29/09/2009,Audiência Pública com Convidado
1623/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,29/09/2009,Audiência Pública com Convidado
1618/09,Comissão de Meio Ambiente e Desenvolvimento Sustentável,2009,29/09/2009,Audiência Pública com Convidado
1658/09,Comissão de Direitos Humanos e Minorias,2009,30/09/2009,Audiência Pública com Convidado
1654/09,"Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços",2009,30/09/2009,Audiência Pública com Convidado
1661/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,30/09/2009,Audiência Pública com Convidado
1649/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,30/09/2009,Audiência Pública com Convidado
1646/09,Comissão de Minas e Energia,2009,30/09/2009,Audiência Pública com Convidado
1639/09,"Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural",2009,30/09/2009,Reunião Ordinária
1637/09,Comissão de Seguridade Social e Família,2009,30/09/2009,Reunião Ordinária
1638/09,"Comissão de Integração Nacional, Desenvolvimento Regional e Amazônia",2009,30/09/2009,Audiência Pública com Convidado
