palavra
a
acerca
acho
ademais
adeus
agora
agradeço
ainda
algo
algum
alguma
algumas
alguns
ali
além
ambas
ambos
antes
ao
aos
apenas
apoia
apoio
apontar
após
aquela
aquelas
aquele
aqueles
aqui
aquilo
art
as
assim
assunto
atenção
através
atrás
até
aí
baixo
bastante
bem
boa
bom
breve
cada
caminho
caso
catorze
cedo
cento
certamente
certeza
cima
cinco
claro
coisa
coisas
com
comissão
como
comprida
comprido
conhecida
conhecido
conselho
contra
contudo
corrente
cuja
cujo
custa
cá
câmara
da
daquela
daquele
dar
das
de
debaixo
dela
delas
dele
deles
demais
dentro
depois
deputada
deputado
deputados
des
desde
dessa
desse
desses
desta
deste
deve
devem
deverá
dez
dezanove
dezasseis
dezassete
dezoito
diante
direita
discutir
disse
disso
diz
dizem
dizer
do
dois
dos
doze
dr
duas
dá
dão
e
ela
elas
ele
eles
em
embora
enquanto
entre
então
era
eram
essa
essas
esse
esses
esta
estado
estamos
estar
estará
estas
estava
estavam
este
esteja
estejam
estejamos
estes
esteve
estive
estivemos
estiver
estivera
estiveram
estiverem
estivermos
estivesse
estivessem
estiveste
estivestes
estivéramos
estivéssemos
estou
está
estás
estávamos
estão
eu
eventual
exemplo
existe
fala
falar
falta
fará
favor
faz
fazeis
fazem
fazemos
fazendo
fazer
fazes
fazia
faço
feita
feito
fez
fim
final
foi
fomos
for
fora
foram
forem
forma
formos
fosse
fossem
foste
fostes
fui
fôramos
fôssemos
geral
gostaria
grande
grandes
grupo
haja
hajam
hajamos
havemos
haver
havia
hei
houve
houvemos
houver
houvera
houveram
houverei
houverem
houveremos
houveria
houveriam
houvermos
houverá
houverão
houveríamos
houvesse
houvessem
houvéramos
houvéssemos
há
hão
inclusive
iniciar
inicio
ir
irá
isso
isto
já
lado
lhe
lhes
ligado
local
logo
longe
lugar
lá
maior
maioria
maiorias
mais
mal
mas
me
meio
menor
menos
meses
mesma
mesmo
meu
meus
mil
minha
minhas
ministro
ministério
minutos
momento
muitas
muito
muitos
máximo
mês
n
na
nada
naquela
naquele
nas
nem
nenhum
nenhuma
nessa
nesse
nesta
neste
no
nos
nossa
nossas
nosso
nossos
nova
novas
nove
novo
novos
num
numa
nunca
nuns
não
nível
nós
número
números
o
obrigada
obrigado
oitava
oitavo
oito
onde
ontem
onze
ora
ordem
os
ou
outra
outras
outro
outros
palavra
para
parece
parlamentares
parte
partir
pegar
pela
pelas
pelo
pelos
perto
peço
pode
podem
podemos
poder
poderá
podia
pois
ponto
pontos
por
porquanto
porque
porquê
portanto
porém
posição
possa
possivelmente
posso
possível
pouca
pouco
povo
precisa
precisamos
preciso
presente
presença
presidente
primeira
primeiro
principalmente
próprio
próxima
próximo
puderam
pôde
põe
põem
quais
qual
qualquer
quando
quanto
quarta
quarto
quatro
que
quem
quer
querem
queremos
queria
quero
questão
quieta
quieto
quinta
quinto
quinze
quê
realmente
relator
relação
sabe
saber
se
seguinte
segunda
segundo
sei
seis
seja
sejam
sejamos
sem
sempre
senhor
senhores
ser
serei
seremos
seria
seriam
será
serão
seríamos
sete
seu
seus
sexta
sexto
sido
sim
sistema
sob
sobre
sois
somente
somos
sou
sr
sra
srs
sua
suas
são
sétima
sétimo
só
tais
tal
talvez
também
tanta
tanto
tarde
te
tem
temos
tempo
tendes
tenha
tenham
tenhamos
tenho
tens
tentar
tentaram
tente
tentei
ter
terceira
terceiro
terei
teremos
teria
teriam
terá
terão
teríamos
teu
teus
teve
tinha
tinham
tipo
tive
tivemos
tiver
tivera
tiveram
tiverem
tivermos
tivesse
tivessem
tiveste
tivestes
tivéramos
tivéssemos
toda
todas
todo
todos
treze
três
tu
tua
tuas
tudo
tão
tém
têm
tínhamos
um
uma
umas
uns
usa
usar
vai
vais
valor
vamos
veja
vem
vens
ver
vexa
vez
vezes
vinda
vindo
vinte
vista
você
vocês
vos
vossa
vossas
vosso
vossos
vou
vários
vão
vêm
vós
zero
à
às
área
é
éramos
és
último
